# radarInfo.txt
#
# Information about radar products.  Fields are:
#
# ID = product ID number
# Lvls = # of data levels
# Lyr = layer: 0, 1, 2, 3 = none, lo, med, high
# Resol = resolution in km
# Range = ?
# Mnemo = mnemonic, duh. (or 'Finding Mnemo.')
# Name = label used in user interface.
# Formatted Name = a label with formatting placeholders and a special format for modes.
#    Mode format: MODE=<MODE>:<Name>[;MODE=<MODE>:<NAME>...]
#    Formatting Placeholders: {S} site, {T} tilt, {B} bit, {U} unit, {Sg} segment, {H} hours,
#        {P} page, {P#} page count, or {Ctp} cell trends point.
#       example: {S} {T} Reflectivity ({U}) would display something like 'koax 0.5 Reflectivity (dBZ)
# Formatted Abrev. Name = an abreviated form of the Formatted Name.  Used for blended products
# Format = format
# Elv = does elevation apply, boolean
# Alt = does altitude apply, boolean
# Azm = does azimuth/range apply, boolean
# Spd = does speed/direction apply, boolean (speed = 0.0-99.9)
# Dsp = Series of single character flags display code uses
#   V = Treat as velocity data, allow shear sampling and vrShear
#   Z = 16 bit data has predefined Storm/Clear dBZ ranges.
#   m = Apply multiplier to 8 bit style info. 
#       Leading number is default mult; V assumes default of 5.
#   S = Rescale existing data style info by scaling coefficients.
#       Multiply output of scaling coefficients by leading number, if present,
#       to get data values for image counts.
# X = does cross-section apply, boolean
# hrs = does hour/span apply, boolean
# bsp = does big speed/direction apply, boolean (speed = 0.0-999.9)
# mas = does map type and segment number apply, boolean
# aid = AWIPS ID (enumeration removed from Radar.H)
# dAz = Azimuth resolution in deg. Def to 1 for Radial 0 for others.
#
# All booleans must be "y" for true, anything else for false.
#
#ID|Lvls |Lyr|Resol |Range|Mnemo|Name                      |Formatted Name                                                                                                                                                                                         |Formatted Abrev. Name                                                                                                                           |Format |Elv|Alt|Azm|Spd|Dsp  |X  |hrs|bsp|mas|aid|unit
144|16   |0  |1.0   |230  |OSW  |1-Hour Snow-Water Equiv   |{S} One Hour Snow Water Eq ({U})                                                                                                                                                                       |{S} OSW                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |70 |in 
145|16   |0  |1.0   |230  |OSD  |1-Hour Snow Depth         |{S} One Hour Snow Depth ({U})                                                                                                                                                                          |{S} OSD                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |71 |in 
146|16   |0  |1.0   |230  |SSW  |Storm Tot Snow-Water Equiv|{S} Storm Total Snow Water Eq ({U})                                                                                                                                                                    |{S} SSW                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |72 |in 
147|16   |0  |1.0   |230  |SSD  |Storm Tot Snow Depth      |{S} Storm Total Snow Depth ({U})                                                                                                                                                                       |{S} SSD                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |73 |in 
150|16   |0  |1.0   |230  |USW  |User Sel Snow-Water Equiv |{S} User Sel Snow Water Eq ({U})                                                                                                                                                                       |{S} USW                                                                                                                                         |Radial |   |   |   |   |     |   |y  |   |   |74 |in 
151|16   |0  |1.0   |230  |USD  |User Sel Snow Depth       |{S} User Sel Snow Depth ({U})                                                                                                                                                                          |{S} USD                                                                                                                                         |Radial |   |   |   |   |     |   |y  |   |   |75 |in 
152|0    |0  |0.0   |0    |RSS  |RPG System Status         |RPG System Status                                                                                                                                                                                      |RSS                                                                                                                                             |Generic|   |   |   |   |     |   |   |   |   |95 |   
300|256  |0  |1.0   |460  |Z    |Level II Reflectivity     |Level II Reflectivity                                                                                                                                                                                  |Z                                                                                                                                               |Radial |y  |   |   |   |Z    |   |   |   |   |0  |dBZ/10
301|256  |0  |0.25  |230  |V    |Level II Velocity         |Level II Velocity                                                                                                                                                                                      |V                                                                                                                                               |Radial |y  |   |   |   |Vm   |   |   |   |   |1  |kts
159|256  |0  |0.25  |300  |ZDR  |Diff Reflectivity         |{S} {T} Diff Reflectivity ({U}) {B}bit                                                                                                                                                                 |{S} {T} ZDR                                                                                                                                     |Radial |y  |   |   |   |S    |   |   |   |   |29 |dB 
158|16   |0  |1.0   |230  |ZDR  |Diff Reflectivity         |{S} {T} Diff Reflectivity ({U}) {B}bit                                                                                                                                                                 |{S} {T} ZDR                                                                                                                                     |Radial |y  |   |   |   |     |   |   |   |   |29 |dB 
161|256  |0  |0.25  |300  |CC   |Correlation Coeff         |{S} {T} Correlation Coefficient                                                                                                                                                                        |{S} {T} CC                                                                                                                                      |Radial |y  |   |   |   |S    |   |   |   |   |34 |   
160|16   |0  |1.0   |230  |CC   |Correlation Coeff         |{S} {T} Correlation Coefficient                                                                                                                                                                        |{S} {T} CC                                                                                                                                      |Radial |y  |   |   |   |     |   |   |   |   |34 |   
163|256  |0  |0.25  |300  |KDP  |Specific Diff Phase       |{S} {T} {B}bit Specific Diff Phase ({U})                                                                                                                                                                      |{S} {T} KDP                                                                                                                                     |Radial |y  |   |   |   |S    |   |   |   |   |35 |deg/km
162|16   |0  |1.0   |230  |KDP  |Specific Diff Phase       |{S} {T} {B}bit Specific Diff Phase ({U})                                                                                                                                                                      |{S} {T} KDP                                                                                                                                     |Radial |y  |   |   |   |     |   |   |   |   |35 |deg/km
165|256  |0  |0.25  |300  |HC   |Hydrometeor Class         |{S} {T} Hydrometeor Class {B}bit                                                                                                                                                                       |{S} {T} HC                                                                                                                                      |Radial |y  |   |   |   |     |   |   |   |   |36 |/10
164|16   |0  |1.0   |230  |HC   |Hydrometeor Class         |{S} {T} Hydrometeor Class {B}bit                                                                                                                                                                       |{S} {T} HC                                                                                                                                      |Radial |y  |   |   |   |     |   |   |   |   |36 |   
177|256  |0  |0.25  |230  |HHC  |Hybrid Hydrometeor Class  |{S} Hybrid Hydrometeor Class                                                                                                                                                                           |{S} Hybrid Hydro Class                                                                                                                          |Radial |   |   |   |   |     |   |   |   |   |68 |/10
176|65536|0  |0.25  |230  |DPR  |Digital Inst Precip Rate  |{S} Dual Pol Inst Precip Rate ({U})                                                                                                                                                                    |{S} DPR                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |45 |in/h
169|16   |0  |2.0   |230  |OHA  |One Hour Accum            |{S} Dual Pol One Hour Accum ({U})                                                                                                                                                                      |{S} OHA                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |46 |in 
171|16   |0  |2.0   |230  |STA  |Storm Total Accum         |{S} Dual Pol Storm Total Accum ({U})                                                                                                                                                                   |{S} STA                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |51 |in 
172|256  |0  |0.25  |230  |STA  |Storm Total Accum         |{S} Dual Pol Storm Total Accum ({U})                                                                                                                                                                   |{S} STA                                                                                                                                         |Radial |   |   |   |   |0.01S|   |   |   |   |51 |in/100
173|256  |0  |0.25  |230  |DUA  |User Select Accum         |{S} Dual Pol User {H} Accum ({U})                                                                                                                                                                      |{S} DUA                                                                                                                                         |Radial |   |   |   |   |0.01S|   |y  |   |   |58 |in/100
174|256  |0  |0.25  |230  |DOD  |One Hour Diff             |{S} One Hour [Dual Pol-Legacy] ({U})                                                                                                                                                                   |{S} DOD                                                                                                                                         |Radial |   |   |   |   |0.01S|   |   |   |   |60 |in/100
175|256  |0  |0.25  |230  |DSD  |Storm Total Diff          |{S} Storm Total [Dual Pol-Legacy] ({U})                                                                                                                                                                |{S} DSD                                                                                                                                         |Radial |   |   |   |   |0.01S|   |   |   |   |59 |in/100
#???|256 | 0 | 0.25 | 300 | DP  | Differential Phase        | Radial  | y |   |   |   | Z |   |   |   |   |61 |
#???|256 | 0 | 0.25 | 230 | PRE | Inst Precip Rate          | Radial  | y |   |   |   | Z |   |   |   |   |63 |
166|0    |0  |0.0   |230  |ML   |Melting Layer             |{S} {T} Melting Layer                                                                                                                                                                                  |{S} {T} ML                                                                                                                                      |Graphic|y  |   |   |   |Z    |   |   |   |   |67 |   
170|256  |0  |0.25  |230  |DAA  |One Hour Unbiased Accum   |{S} Dual Pol Unbiased One Hour Accum ({U})                                                                                                                                                             |{S} DAA                                                                                                                                         |Radial |   |   |   |   |0.01S|   |   |   |   |69 |in/100
500|8    |0  |0.463 |463  |HSR  |Reflectivity              |{S} Reflectivity ({U})                                                                                                                                                                             |{S} HSR                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |64 |dBZ
550|8    |0  |0.926 |111  |HSR  |Reflectivity              |{S} Reflectivity ({U})                                                                                                                                                                             |{S} HSR                                                                                                                                         |Radial |   |   |   |   |     |   |   |   |   |64 |dBZ
