# This file, metarStationInfo.txt, contains station information for METAR and
# SAO sites. (Some Canadian station still report in SA format. Although these
# are now converted at OSO to METAR form, we note them as SAO here.)
#
# Good sources of station information include
# FAA ASOS/AWOS: https://www.faa.gov/air_traffic/weather/asos
# AirNav, linked to the Unidata site, is excellent for U.S. sites.
# METAR & TAF  : https://metar-taf.com/country
#
# Elevations are in meters. "-0" is used to signify unknown elevation.
# Stations marked "e" at the right include guesses for some of the information.
#
# FILE UPDATED 07/16/2026
# FOR CHANGES TO THIS FILE PLEASE CONTACT
# xiaobiao.fan@noaa.gov
#
# number  |ID   |lat     |lon      |elev |station name                        |cntry|
# (10)    |(5)  |(sn2.4) |(sn3.4)  |(5)  |(36)                                |(2)  |
0000071876|CYQW | 52.7692|-108.2444|  548|North Battleford AP, SK             |CA|MTR
0000071803|CYQX | 48.9369| -54.5681|  151|Gander Intl AP, NF                  |CA|MTR
0000071707|CYQY | 46.1614| -60.0483|   61|Sydney/J.A. Douglas McCurdy AP, NS  |CA|MTR
0000071103|CYQZ | 53.0261|-122.5103|  545|Quesnel AP, BC                      |CA|MTR
0000000000|CYRA | 64.1167|-117.3106|  280|Rae Lakes AP, NT                    |CA|MTR
0000071924|CYRB | 74.7169| -94.9694|   68|Resolute Bay AP, NU                 |CA|MTR
0000071728|CYRJ | 48.5200| -72.2656|  179|Roberval AP, QC                     |CA|MTR
0000071854|CYRL | 51.0667| -93.7931|  386|Red Lake AP, ON                     |CA|MTR
0000071928|CYRM | 52.4297|-114.9128|  988|Rocky Mountain House AP, AB         |CA|MTR
0000071724|CYRQ | 46.3528| -72.6792|   61|Trois-Rivieres AP, QC               |CA|MTR
0000071083|CYRT | 62.8114| -92.1158|   32|Rankin Inlet AP, NU                 |CA|MTR
0000071882|CYRV | 50.9614|-118.1833|  445|Revelstoke AP, BC                   |CA|MTR
0000000000|CYSA | 43.9337| -60.0071|    2|Sable Is Heliport, NS               |CA|MTR
0000071730|CYSB | 46.6250| -80.7989|  348|Sudbury AP, ON                      |CA|MTR
0000071610|CYSC | 45.4378| -71.6914|  241|Sherbrooke AP, QC                   |CA|MTR
0000071128|CYSD | 50.2672|-111.1711|  770|Suffield Heliport, AB               |CA|MTR
0000071207|CYSE | 49.7822|-123.1611|   52|Squamish AP, BC                     |CA|MTR
0000071132|CYSF | 59.2503|-105.8414|  244|Stony Rapids AP, SK                 |CA|MTR
0000071609|CYSJ | 45.3161| -65.8903|  109|Saint John AP, NB                   |CA|MTR
0000000000|CYSK | 56.5375| -79.2464|   34|Sanikiluaq AP, QC                   |CA|MTR
0000071703|CYSL | 47.1578| -67.8353|  242|St Leonard AP, NB                   |CA|MTR
0000071934|CYSM | 60.0203|-111.9619|  205|Fort Smith AP, NT                   |CA|MTR
0000000000|CYSN | 43.1914| -79.1714|   98|St. Catharines/Niagara Dist AP, ON  |CA|MTR
0000000000|CYSP | 48.7553| -86.3447|  313|Marathon AP, ON                     |CA|MTR
0000000000|CYSR | 72.9822| -84.6133|  642|Nanisivik AP, NU                    |CA|MTR
0000071702|CYSU | 46.4394| -63.8328|   17|Summerside AP, PE                   |CA|MTR
0000000000|CYSV | 58.4842| -62.6500|   90|Saglek AP, NF                       |CA|MTR
0000071051|CYSY | 71.9939|-125.2425|   86|Sachs Harbour AP, NT                |CA|MTR
0000071910|CYTE | 64.2300| -76.5267|   48|Cape Dorset AP, NU                  |CA|MTR
0000071079|CYTH | 55.8011| -97.8642|  224|Thompson AP, MB                     |CA|MTR
0000000000|CYTJ | 48.8144| -87.0989|  277|Terrace Bay AP, ON                  |CA|MTR
0000071848|CYTL | 53.8178| -89.8969|  223|Big Trout Lake AP, ON               |CA|MTR
0000000000|CYTN | 45.6119| -62.6211|   97|Trenton Aerodrome, NS               |CA|MTR
0000000000|CYTQ | 58.7122| -69.9419|   37|Tasiujaq AP, QC                     |CA|MTR
0000071621|CYTR | 44.1189| -77.5281|   86|CFB Trenton LRRS AP, ON             |CA|MTR
0000071739|CYTS | 48.5697| -81.3767|  295|Timmins/Victor M. Power AP, ON      |CA|MTR
0000071265|CYTZ | 43.6275| -79.3961|   77|Billy Bishop Toronto City AP, ON    |CA|MTR
0000071968|CYUA | 68.9378|-137.1854|   37|Shingle Point Waterdome, YK         |CA|MTR
0000000000|CYUB | 69.4333|-133.0264|    4|Tuktoyaktuk/James Gruben AP, NT     |CA|MTR
0000071939|CYUI | 68.9400|-116.9300|   16|Cape Young, NU                      |CA|MTR
0000071937|CYUJ | 68.4792|-113.2256|   16|Lady Franklin Point LRRS AP, NU     |CA|MTR
0000071929|CYUK | 68.7500|-109.0700|   92|Byron Bay, NU                       |CA|MTR
0000071627|CYUL | 45.4706| -73.7408|   37|Montreal–Trudeau Intl AP, QC        |CA|MTR
0000071927|CYUR | 68.6700| -97.8000|   14|Gladman Point, NU                   |CA|MTR
0000071911|CYUS | 68.8000| -93.4200|   42|Shepherd Bay, NU                    |CA|MTR
0000000000|CYUT | 66.5210| -86.2252|   24|Naujaat AP, NU                      |CA|MTR
0000000000|CYUV | 68.9336| -75.2813|   14|Longstaff Blf AP, NU                |CA|MTR
0000071081|CYUX | 68.7758| -81.2425|    9|Sanirajak AP, NU                    |CA|MTR
0000000000|CYUY | 48.2061| -78.8356|  301|Rouyn-Noranda AP, QC                |CA|MTR
0000071922|CYVC | 55.1514|-105.2669|  379|La Ronge AP/Barber Fld, SK          |CA|MTR
0000000000|CYVL | 67.0412|-126.0883|  274|Colville Lake/Tommy Kochon AP, NT   |CA|MTR
0000000000|CYVM | 67.5467| -64.0317|    5|Qikiqtarjuaq AP, NU                 |CA|MTR
0000071094|CYVN | 66.5974| -61.5795|  393|Cape Dyer AP, NU                    |CA|MTR
0000071725|CYVO | 48.0533| -77.7828|  337|Val-d'Or AP, QC                     |CA|MTR
0000071906|CYVP | 58.0950| -68.4222|   39|Kuujjuaq AP, QC                     |CA|MTR
0000071043|CYVQ | 65.2814|-126.7986|   73|Norman Wells AP, NT                 |CA|MTR
0000071892|CYVR | 49.1947|-123.1839|    4|Vancouver Intl AP, BC               |CA|MTR
0000000000|CYVT | 55.8419|-108.4175|  434|Buffalo Narrows AP, SK              |CA|MTR
0000071633|CYVV | 44.7442| -81.1086|  222|Wiarton Keppel AP, ON               |CA|MTR
0000071625|CYWA | 45.9522| -77.3192|  130|Petawawa AP, ON                     |CA|MTR
0000000000|CYWE | 64.1908|-114.0770|  368|Wekweetì AP, NT                     |CA|MTR
0000071852|CYWG | 49.9100| -97.2397|  239|Winnipeg Richardson Intl AP, MB     |CA|MTR
0000000000|CYWH | 48.4250|-123.3886|    0|Victoria Harbour Heliport, BC       |CA|MTR
0000000000|CYWJ | 65.2111|-123.4364|  214|Deline/Harley Wright Memo AP, NT    |CA|MTR
0000071825|CYWK | 52.9219| -66.8644|  551|Wabush-Labrador AP, NL              |CA|MTR
0000071104|CYWL | 52.1831|-122.0540|  940|Williams Lake AP, BC                |CA|MTR
0000000000|CYWO | 65.7639|-111.2500|  490|Lupine AP, NU                       |CA|MTR
0000000000|CYWV | 52.7967|-110.8587|  680|Wainwright AP, AB                   |CA|MTR
0000000000|CYWY | 63.2094|-123.4361|  150|Wrigley AP, NT                      |CA|MTR
0000071880|CYXC | 49.6122|-115.7819|  940|Cranbrook/Canadian Roc Intl AP, BC  |CA|MTR
0000071879|CYXD | 53.5719|-113.5200|  671|Edmonton City Centre AP, AB         |CA|MTR
0000071866|CYXE | 52.1708|-106.6997|  504|Saskatoon/John G Diefenbaker AP, SK |CA|MTR
0000071872|CYXH | 50.0189|-110.7208|  717|Medicine Hat AP, AB                 |CA|MTR
0000071943|CYXJ | 56.2383|-120.7403|  695|Fort St. John AP, BC                |CA|MTR
0000071842|CYXL | 50.1139| -91.9053|  389|Sioux Lookout AP, ON                |CA|MTR
0000000000|CYXN | 62.2406| -92.5975|   12|Whale Cove AP, NU                   |CA|MTR
0000000000|CYXP | 66.1450| -65.7136|   24|Pangnirtung AP, NU                  |CA|MTR
0000000000|CYXQ | 62.4103|-140.8689|  649|Beaver Creek AP, YK                 |CA|MTR
0000071735|CYXR | 47.6970| -79.8470|  244|Earlton-Timiskaming AP, ON          |CA|MTR
0000071896|CYXS | 53.8842|-122.6789|  691|Prince George AP, BC                |CA|MTR
0000071951|CYXT | 54.4686|-128.5761|  217|NW Terrace Rgnl AP, BC              |CA|MTR
0000071623|CYXU | 43.0331| -81.1514|  278|London Intl AP, ON                  |CA|MTR
0000071108|CYXX | 49.0253|-122.3606|   59|Abbotsford Intl AP, BC              |CA|MTR
0000071964|CYXY | 60.7097|-135.0672|  706|Whitehorse Intl AP, YK              |CA|MTR
0000071738|CYXZ | 47.9672| -84.7861|  289|Wawa AP, ON                         |CA|MTR
0000071731|CYYB | 46.3636| -79.4228|  370|Jack Garland AP, ON                 |CA|MTR
0000071248|CYYC | 51.1139|-114.0203| 1084|Calgary Intl AP, AB                 |CA|MTR
0000071950|CYYD | 54.8253|-127.1828|  523|Smithers AP, BC                     |CA|MTR
0000071945|CYYE | 58.8364|-122.5969|  382|Fort Nelson AP, BC                  |CA|MTR
0000071889|CYYF | 49.4631|-119.6022|  344|Penticton Rgnl AP, BC               |CA|MTR
0000071706|CYYG | 46.2892| -63.1192|   49|Charlottetown AP, PE                |CA|MTR
0000000000|CYYH | 69.5467| -93.5769|   27|Taloyoak AP, NU                     |CA|MTR
0000071799|CYYJ | 48.6469|-123.4258|   20|Victoria Intl AP, BC                |CA|MTR
0000071078|CYYL | 56.8644|-101.0761|  357|Lynn Lake AP, MB                    |CA|MTR
0000071870|CYYN | 50.2925|-107.6908|  817|Swift Current AP, SK                |CA|MTR
0000071913|CYYQ | 58.7392| -94.0650|   29|Churchill AP, MB                    |CA|MTR
0000071816|CYYR | 53.3192| -60.4258|   49|Goose Bay AP, NF                    |CA|MTR
0000071801|CYYT | 47.6186| -52.7519|  141|St. John's Intl AP, NF              |CA|MTR
0000071831|CYYU | 49.4117| -82.4683|  226|Kapuskasing AP, ON                  |CA|MTR
0000000000|CYYW | 50.2939| -88.9100|  323|Armstrong AP, ON                    |CA|MTR
0000071718|CYYY | 48.6089| -68.2081|   52|Mont Joli AP, QC                    |CA|MTR
0000071624|CYYZ | 43.6767| -79.6306|  173|Toronto Pearson Intl AP, ON         |CA|MTR
0000071733|CYZE | 45.8850| -82.5670|  194|Gore Bay-Manitoulin AP, ON          |CA|MTR
0000071936|CYZF | 62.4628|-114.4403|  206|Yellowknife Intl AP, NT             |CA|MTR
0000000000|CYZG | 62.1794| -75.6672|  227|Salluit AP, QC                      |CA|MTR
0000071069|CYZH | 55.2931|-114.7772|  583|Slave Lake AP, AB                   |CA|MTR
0000071470|CYZL | 59.5173|-126.3714|  496|Liard River AP, BC                  |CA|MTR
0000071101|CYZP | 53.2542|-131.8139|    6|Sandspit AP, BC                     |CA|MTR
0000071634|CYZR | 42.9994| -82.3089|  181|Sarnia Chris Hadfield AP, ON        |CA|MTR
0000071915|CYZS | 64.1933| -83.3594|   62|Coral Harbour AP, NU                |CA|MTR
0000071109|CYZT | 50.6806|-127.3667|   22|Port Hardy AP, BC                   |CA|MTR
0000071930|CYZU | 54.1439|-115.7867|  782|Whitecourt AP, AB                   |CA|MTR
0000071811|CYZV | 50.2233| -66.2656|   55|Sept-Îles AP, QC                    |CA|MTR
0000071045|CYZW | 60.1728|-132.7431|  705|Teslin AP, YK                       |CA|MTR
0000071397|CYZX | 44.9844| -64.9167|   28|CFB Greenwood, NS                   |CA|MTR
0000071944|CYZY | 55.2972|-123.1300|  695|Mackenzie AP, BC                    |CA|MTR
0000071574|CZBF | 47.6297| -65.7389|   60|Bathurst AP, NB                     |CA|MTR
0000071948|CZCP | 70.1000|-124.7200|   93|Cape Parry, NT                      |CA|MTR
0000071315|CZCR | 47.9908| -66.3303|   40|Charlo AP, NB                       |CA|MTR
0000071317|CZDB | 45.4200| -63.4700|   38|Debert Flight Center, NS            |CA|SAO
0000071352|CZEL | 43.6500| -80.4200|  376|Elora RCS, ON                       |CA|SAO
0000000000|CZEM | 52.2264| -78.5225|    7|Eastmain River AP, QC               |CA|MTR
0000071364|CZEV | 68.3200|-133.5200|  102|Inuviak Climate, NT                 |CA|SAO
0000000000|CZFA | 62.2069|-133.3733|  717|Faro AP, YT                         |CA|MTR
0000000000|CZFM | 67.4070|-134.8597|   35|Fort McPherson AP, NT               |CA|MTR
0000000000|CZFN | 64.9097|-125.5725|  101|Tulita AP, NT                       |CA|MTR
0000071365|CZFS | 61.7700|-121.2300|  168|Fort Simpson Climate, NT            |CA|SAO
0000000000|CZHP | 55.3917|-116.4750|  602|High Prairie AP, AB                 |CA|SAO
0000071316|CZHY | 60.8397|-115.7828|  165|Hay River Merlyn Carter AP, NT      |CA|SAO
0000071572|CZKD | 56.0300| -96.5200|  183|Kelsey Dam CS, MB                   |CA|SAO
0000071755|CZMD | 53.4414| -91.7628|  278|Muskoka AP, ON                      |CA|MTR
0000071539|CZMJ | 50.4337|-105.3894|  580|Moose Jaw Muni AP, SK               |CA|SAO
0000000000|CZMT | 54.0272|-132.1256|    6|Masset AP, BC                       |CA|MTR
0000071354|CZMU | 53.5670|-112.3000|  683|Mundare AGDM, AB                    |CA|MTR
0000000000|CZNB | 46.3636| -79.4228|  370|North Bay Jack Garland AP, ON       |CA|MTR
0000071351|CZOL | 53.6500|-113.3500|  665|Oliver AGDM, AB                     |CA|MTR
0000000000|CZPC | 49.5211|-113.9972| 1190|Pincher Creek AP, AB                |CA|MTR
0000000000|CZPN | 49.5100|-114.0000| 1190|Pincher Creek, AB                   |CA|MTR
0000071353|CZPS | 52.4330|-113.6000|  965|Prentiss, AB                        |CA|MTR
0000071983|CZRP | 75.3800|-105.7200|   15|Rhea Point, NU                      |CA|SAO
0000071098|CZSJ | 53.0640| -93.3440|  290|Sandy Lake AP, ON                   |CA|MTR
0000071362|CZSM | 60.0203|-111.9619|  205|Fort Smith AP, NT                   |CA|SAO
0000071310|CZSP | 46.4500| -62.5750|   30|St. Peters Bay, PEI                 |CA|SAO
0000071955|CZST | 55.9372|-129.9856|    7|Stewart Aerodrome, BC               |CA|MTR
0000071667|CZTB | 48.3719| -89.3239|  199|Thunder Bay Intl AP, ON             |CA|SAO
0000071182|CZUM | 53.5622| -64.1056|  440|Churchill Falls AP, NF              |CA|MTR
0000000000|CZVL | 53.6672|-113.8531|  688|Edmonton/Villeneuve AP, AB          |CA|MTR
0000000000|CZVV | 44.7458| -81.1072|  222|Wiarton AP, ON                      |CA|MTR
0000071156|CZZJ | 53.3500|-116.2700|  927|Edson CR10, AB                      |CA|SAO
0000000000|DAAT | 22.8111|   5.4508| 1377|Aguenar–Hadj Bey Akhamok AP         |DZ|MTR
0000010513|EDDK | 50.8659|   7.1427|   92|Cologne Bonn AP                     |DE|MTR
0000010400|EDDL | 51.2895|   6.7668|   45|Dusseldorf AP                       |DE|MTR
0000003740|EGDL | 51.5053|  -1.9933|  156|Royal Air Force Lyneham             |UK|MTR
0000003772|EGLL | 51.4775|  -0.4614|   25|London Heathrow AP                  |UK|MTR
0000003649|EGVN | 51.7500|  -1.5836|   87|Royal Air Force Brize Norton        |UK|MTR
0000002446|ESOW | 59.5894|  16.6336|    6|Stockholm Vasteras AP               |SE|MTR
0000002460|ESSA | 59.6519|  17.9186|   42|Stockholm Arlanda AP                |SE|MTR
0000010514|ETHM | 50.3653|   7.3150|  182|Mendig Air Base                     |DE|MTR
0000010502|ETNN | 50.8315|   6.6575|  115|Noervenich Air Base                 |DE|MTR
0000068368|FAJS |-26.1333|  28.2500| 1694|O. R. Tambo Intl AP                 |ZA|MTR
0000064450|FCBB | -4.2517|  15.2531|  319|Maya-Maya Intl AP                   |CG|MTR
0000064400|FCPP | -4.8133|  11.8858|   17|Agostinho-Neto Intl AP              |CG|MTR
0000064810|FGSL |  3.7553|   8.7088|   23|Malabo Intl AP                      |GQ|MTR
0000061902|FHAW | -7.9694| -14.3939|   79|RAF Ascension Island                |AC|MTR
0000061967|FJDG | -7.3133|  72.4111|    4|NSF Diego Garcia                    |BT|MTR
0000064910|FKKD |  4.0058|   9.7194|   10|Douala Intl AP                      |CM|MTR
0000067027|FMNM |-15.6666|  46.3514|   27|Amborovy AP                         |MG|MTR
0000064501|FOOG | -0.7115|   8.7533|    4|Port Gentil Intl AP                 |GA|MTR
0000064500|FOOL |  0.4586|   9.4123|   12|Leon-Mba Intl AP                    |GA|MTR
0000099999|FOON | -1.6565|  13.4385|  442|M'Vengue El Hadj Omar Bon O Intl AP |GA|MTR
0000064700|FTTJ | 12.1336|  15.0339|  295|Ndjamena Intl AP                    |TD|MTR
0000064210|FZAA | -4.3872|  15.4422|  313|N'djili AP                          |CD|MTR
0000061701|GBYD | 13.3380| -16.6522|   29|Banjul Intl AP                      |GM|MTR
0000060035|GCFV | 28.4527| -13.8638|   25|Fuerteventura AP                    |ES|MTR
0000060030|GCLP | 27.9319| -15.3866|   24|Gran Canaria AP                     |ES|MTR
0000060040|GCRR | 28.9455| -13.6052|   14|Lanzarote AP                        |ES|MTR
0000060025|GCTS | 28.0445| -16.5725|   64|Tenerife S AP                       |ES|MTR
0000060015|GCXO | 28.4827| -16.3415|  633|Tenerife N–Ciudad de La Laguna AP   |ES|MTR
0000060156|GMMN | 33.3675|  -7.5899|  200|Mohammed V Intl AP                  |MA|MTR
0000060230|GMMX | 31.6069|  -8.0363|  471|Marrakech Manara AP                 |MA|MTR
0000000000|K00U | 45.7444|-107.6604|  922|Hardin AP, MT                       |US|MTR
0000000000|K01M | 34.4917| -88.2011|  176|Tishomingo Cnty AP, MS              |US|MTR
0000074755|K01R | 31.1800| -92.6300|   57|Castor Plunge, LA                   |US|MTR
0000000000|K01T | 28.1400| -94.4100|   30|High Island, LA                     |US|MTR
0000000000|K04V | 38.0994|-106.1743| 2393|Saguache Muni AP, CO                |US|MTR
0000000000|K04W | 46.0233| -92.8950|  311|Field of Dreams AP, MN              |US|MTR
0000000000|K05U | 39.6042|-116.0047| 1815|Eureka AP, NV                       |US|MTR
0000000000|K06C | 41.9894| -88.1011|  244|Schamburg Rgnl AP, IL               |US|MTR
0000000000|K06D | 48.8844| -99.6209|  556|Rolla Muni AP, ND                   |US|MTR
0000000000|K08D | 48.3008|-102.4064|  684|Stanley Muni AP, ND                 |US|MTR
0000000000|K0A0 | 32.9906|-106.9749| 1401|Spaceport America, NM               |US|MTR
0000000000|K0A9 | 36.3717| -82.1733|  485|William B. Greene Jr. Rgnl AP, TN   |US|MTR
0000000000|K0CO | 39.7945|-105.7640| 3808|Berthoud Pass, CO                   |US|MTR
0000000000|K0D8 | 44.9867| -99.9528|  628|Gettysburg Muni AP, SD              |US|MTR
0000000000|K0E0 | 34.9782|-106.0000| 1891|Moriarty Muni AP, NM                |US|MTR
0000000000|K0F2 | 33.6017| -97.7750|  335|Bowie Muni AP, TX                   |US|MTR
0000000000|K0J4 | 31.0425| -86.3116|   96|Florala Muni AP, AL                 |US|MTR
0000000000|K0R0 | 31.2970| -89.8128|   74|Columbia-Marion Cnty AP, MS         |US|MTR
0000000000|K0R4 | 31.5620| -91.5065|   17|Concordia Parish AP, LA             |US|MTR
0000000000|K0S9 | 48.0533|-122.8100|   34|Jefferson Cnty Intl AP, WA          |US|MTR
0000000000|K0V4 | 37.1417| -79.0164|  182|Brookn/Campbell Cnty AP, VA         |US|MTR
0000000000|K0VG | 36.6541| -83.2178|  430|Lee Cnty AP, VA                     |US|MTR
0000000000|K0W3 | 39.5679| -76.2031|  126|Harford Cnty AP, MD                 |US|MTR
0000000000|K0W8 | 37.9400| -75.3900|    2|Chincoteague, VA                    |US|MTR
0000000000|K10G | 40.5369| -81.9547|  363|Holmes Cnty AP, OH                  |US|MTR
0000000000|K10U | 41.9536|-116.1819| 1639|Owyhee AP, NV                       |US|MTR
0000000000|K11R | 30.2189| -96.3744|  102|Brenham Muni AP, TX                 |US|MTR
0000000000|K12N | 41.0086| -74.7381|  177|Aeroflex-Andover AP, NJ             |US|MTR
0000000000|K13G | 43.2700| -79.0700|   82|Niagara (CGS), NY                   |US|MTR
0000000000|K13K | 37.8516| -96.2920|  368|Eureka Muni AP, KS                  |US|MTR
0000000000|K14Y | 45.8990| -94.8740|  406|Long Prairie Muni AP, MN            |US|MTR
0000000000|K15M | 34.7733| -88.1661|  191|Iuka AP, MS                         |US|MTR
0000000000|K16J | 31.7433| -84.4193|  102|Dawson Muni AP, GA                  |US|MTR
0000000000|K17J | 31.0070| -84.8776|   45|Donalsonville Muni AP, GA           |US|MTR
0000000000|K18A | 34.3400| -83.1319|  271|Franklin Cnty AP, GA                |US|MTR
0000000000|K18H | 26.1283| -92.0333|   30|Lucius Deepwater Oil Platform, LA   |US|MTR
0000000000|K19S | 37.4969|-100.8329|  887|Sublette Muni AP, KS                |US|MTR
0000000000|K1A5 | 35.2230| -83.4190|  616|Macon Cnty AP, NC                   |US|MTR
0000000000|K1A6 | 36.6108| -83.7375|  352|Middlesboro-Bell Cnty AP, KY        |US|MTR
0000000000|K1A9 | 32.4387| -86.5127|   69|Prattville-Grby Fld, AL             |US|MTR
0000000000|K1AM | 47.2814|-110.8010| 1228|Raynesford, MT                      |US|MTR
0000000000|K1AN | 47.9670|-100.5810|  496|Balfour, ND                         |US|MTR
0000000000|K1AW | 41.3291|-104.2655| 1673|Burns, WY                           |US|MTR
0000000000|K1B1 | 42.2800| -73.7100|   60|Hudson, NY                          |US|MTR
0000000000|K1B7 | 29.3540| -89.4359|    1|Boothville/R L Suggs Heliport, LA   |US|MTR
0000000000|K1B9 | 42.0008| -71.1980|   36|Mansfield Muni AP, MA               |US|MTR
0000000000|K1BM | 47.2854|-110.3590| 1234|Geyser, MT                          |US|MTR
0000000000|K1BN | 47.9098|-100.9260|  589|Velva, ND                           |US|MTR
0000000000|K1BW | 41.5110|-103.9950| 1604|Pine Bluffs, WY                     |US|MTR
0000000000|K1CM | 47.0956|-110.1640| 1338|Stanford, MT                        |US|MTR
0000000000|K1CN | 47.7151|-101.0090|  599|Ruso, ND                            |US|MTR
0000000000|K1CW | 41.5806|-103.5730| 1370|Harrisburg, NE                      |US|MTR
0000000000|K1D1 | 45.2305| -96.5660|  340|Milbank Muni AP, SD                 |US|MTR
0000000000|K1D7 | 45.2926| -97.5138|  565|The Sigurd Anderson AP, SD          |US|MTR
0000000000|K1D8 | 44.8566| -98.5312|  399|Redfield Muni AP, SD                |US|MTR
0000000000|K1DM | 47.3760|-109.8140| 1093|Denton, MT                          |US|MTR
0000000000|K1DN | 47.7947|-101.2980|  634|Max, ND                             |US|MTR
0000000000|K1DW | 41.3617|-103.7941| 1540|Kimball, NE                         |US|MTR
0000000000|K1EM | 47.4536|-109.4160| 1118|Suffolk, MT                         |US|MTR
0000000000|K1EN | 47.7505|-101.6740|  646|Ryder, ND                           |US|MTR
0000000000|K1EW | 41.1030|-103.9830| 1609|Bushnell, NE                        |US|MTR
0000000000|K1F0 | 34.1500| -97.1200|  257|Ardmore DT Exec AP, OK              |US|MTR
0000000000|K1F5 | 39.3651|-100.4381|  833|Hoxie-Sheridan Cnty AP, KS          |US|MTR
0000000000|K1FM | 47.6053|-112.3110| 1344|Augusta, MT                         |US|MTR
0000000000|K1FN | 47.8960|-101.6740|  646|Ryder, ND                           |US|MTR
0000000000|K1FW | 41.3638|-103.4890| 1452|Kimball, NE                         |US|MTR
0000000000|K1G7 | 28.7900| -89.0500|   18|Mississippi Cany, LA                |US|MTR
0000000000|K1GM | 47.3255|-112.0930| 1317|Simms, MT                           |US|MTR
0000000000|K1GN | 48.1201|-101.9600|  649|Plaza, ND                           |US|MTR
0000000000|K1GW | 41.2082|-103.0970| 1335|Sidney, NE                          |US|MTR
0000000000|K1H2 | 39.0712| -88.5293|  179|Effingham Cnty Rgnl AP, IL          |US|MTR
0000000000|K1HM | 47.6975|-111.9430| 1181|Fairfield, MT                       |US|MTR
0000000000|K1HN | 47.9747|-102.2220|  579|Parshall, ND                        |US|MTR
0000000000|K1HW | 41.3247|-102.8300| 1265|Gurley, NE                          |US|MTR
0000000000|K1IM | 47.3122|-111.4730| 1110|Ulm, MT                             |US|MTR
0000000000|K1IN | 48.3458|-102.3040|  681|Palermo, ND                         |US|MTR
0000000000|K1IW | 41.0456|-102.8658| 1294|Sidney, NE                          |US|MTR
0000000000|K1JM | 47.7515|-111.5470| 1154|Power, MT                           |US|MTR
0000000000|K1JN | 48.4117|-101.8910|  672|Donnybrook, ND                      |US|MTR
0000000000|K1JW | 40.9609|-103.1997| 1383|Peetz, CO                           |US|MTR
0000000000|K1K1 | 37.7744| -97.1132|  416|Atearman Fld AP, KS                 |US|MTR
0000000000|K1K8 | 36.5430| -95.0120|  234|S Grand Lake Rgnl AP, KS            |US|MTR
0000000000|K1KM | 46.4441|-109.8010| 1332|Harlowton, MT                       |US|MTR
0000000000|K1KN | 48.5514|-102.1210|  693|Donnybrook, ND                      |US|MTR
0000000000|K1KW | 41.1370|-103.4884|  147|Dix, NE                             |US|MTR
0000000000|K1L8 | 37.1402|-113.3061| 1021|General Dick Stout Fld AP, UT       |US|MTR
0000000000|K1LM | 46.6939|-109.7400| 1417|Judith Gap, MT                      |US|MTR
0000000000|K1LN | 48.7895|-102.2670|  599|Bowbells, ND                        |US|MTR
0000000000|K1LW | 40.9214|-103.6917| 1515|Stoneham, CO                        |US|MTR
0000000000|K1M4 | 34.2800| -87.6000|  284|Posey Fld AP, AL                    |US|MTR
0000000000|K1M5 | 36.5929| -86.4769|  249|Portland Muni AP, TN                |US|MTR
0000000000|K1MM | 47.0137|-109.6300| 1256|Moore, MT                           |US|MTR
0000000000|K1MN | 48.6732|-101.8810|  570|Kenmare, ND                         |US|MTR
0000000000|K1MW | 40.7040|-103.4765| 1337|Sterling, CO                        |US|MTR
0000000000|K1NM | 47.0590|-109.0310| 1169|Grass Range, MT                     |US|MTR
0000000000|K1NN | 48.7598|-101.5910|  513|Mohall, ND                          |US|MTR
0000000000|K1NW | 40.6320|-103.8370| 1460|Raymer, CO                          |US|MTR
0000000000|K1O5 | 41.7300|-122.5300|    4|Montague, CA                        |US|MTR
0000000000|K1OM | 47.3278|-108.9270| 1088|Roy, MT                             |US|MTR
0000000000|K1ON | 48.8242|-101.2840|  467|Antler, ND                          |US|MTR
0000000000|K1OW | 40.8849|-104.0002| 1652|Grover, CO                          |US|MTR
0000000000|K1P1 | 43.7790| -71.7540|  154|Plymouth Muni AP, NH                |US|MTR
0000000000|K1QW | 46.8020|-120.1710|  927|Yakima Training Ctr Ops Area, WA    |US|MTR
0000000000|K1R7 | 31.6059| -90.4093|  149|Brookhaven-Lincoln Cnty AP, MS      |US|MTR
0000000000|K1R8 | 30.8703| -87.8193|   76|Bay Minette Muni AP, AL             |US|MTR
0000000000|K1S3 | 46.2712|-106.6239|  832|Tillitt Fld AP, MT                  |US|MTR
0000000000|K1S5 | 46.3271|-119.9704|  234|Sunnyside Muni AP, WA               |US|MTR
0000000000|K1U7 | 42.2498|-111.3416| 1808|Bear Lake Cnty AP, ID               |US|MTR
0000072614|K1V4 | 44.4167| -72.0167|  217|St. Johnsbury, VT                   |US|MTR
0000000000|K1V6 | 38.4284|-105.1060| 1659|Fremont Cnty AP, CO                 |US|MTR
0000074004|K1Y7 | 32.8500|-114.4000|   98|Yuma Proving Ground, AZ             |US|MTR
0000000000|K20G | 41.9200| -80.8000|  178|Ashtabula (CGS), OH                 |US|MTR
0000000000|K20U | 46.9252|-103.9821|  840|Beach AP, ND                        |US|MTR
0000000000|K20V | 40.0563|-106.3744| 2257|McElroy AirFld, CO                  |US|MTR
0000000000|K21D | 44.9980| -92.8560|  284|Lake Elmo AP, MN                    |US|MTR
