! GRIB2  - NCEP Local Parameter Table
!
! temperature
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 019 000 000 Visibility                       m                    VIS              0  -9999.00
000 019 000 002 Visibility                       m                    VIS              0  -9999.00
000 019 000 005 Visibility                       m                    VIS              0  -9999.00
000 019 001 000 Albedo                           %                    ALBDO            0  -9999.00
000 019 002 000 Thunderstorm Probability         %                    TSTM             0  -9999.00
000 019 002 008 Thunderstorm Probability         %                    TSTM             0  -9999.00
000 019 002 009 Thunderstorm Probability         %                    TSTM             0  -9999.00
000 019 003 000 Mixed Layer Depth                m                    MIXHT            0  -9999.00
000 019 022 000 Clear Air Turbulence (CAT)       %                    CAT              0  -9999.00
000 019 028 000 Mnt Wave Turb (Eddy Dissip Rate) m^(2/3) s-1          MWTURB           0  -9999.00
000 019 029 000 Clear Air Turb (Eddy Dissip Rate)m^(2/3) s-1          CATEDR           0  -9999.00
000 019 031 000 Max of Eddy Dissip Param in Layerm^(2/3) s-1          MXEDPRM          0  -9999.00
!
000 019 192 000 Maximum snow albedo              %                    MXSALB           0  -9999.00
000 019 193 000 Snow-free albedo                 %                    SNFALB           0  -9999.00
000 019 193 009 Snow-free albedo                 %                    SNFALB           0  -9999.00
000 019 194 000 Slight risk convective outlook   categorical          OLTKS            0  -9999.00
000 019 194 008 Slight risk convective outlook   categorical          OLTKS            0  -9999.00
000 019 195 000 Moderate risk convective outlook categorical          OTLKM            0  -9999.00
000 019 195 000 Moderate risk convective outlook categorical          OTLKM            0  -9999.00
000 019 196 000 High risk convective outlook     categorical          OTLKH            0  -9999.00
000 019 196 008 High risk convective outlook     categorical          OTLKH            0  -9999.00
000 019 197 000 Tornado probability              %                    PTORN            0  -9999.00
000 019 197 009 Tornado probability              %                    PTORN            0  -9999.00
000 019 198 000 Hail probability                 %                    PHAIL            0  -9999.00
000 019 198 009 Hail probability                 %                    PHAIL            0  -9999.00
000 019 199 000 Wind probability                 %                    PWIND            0  -9999.00
000 019 199 009 Wind probability                 %                    PWIND            0  -9999.00
000 019 200 000 Significant Tornado probability  %                    PSTORN           0  -9999.00
000 019 200 009 Significant Tornado probability  %                    PSTORN           0  -9999.00
000 019 201 000 Significant Hail probability     %                    PSHAIL           0  -9999.00
000 019 201 009 Significant Hail probability     %                    PSHAIL           0  -9999.00
000 019 202 000 Significant Wind probability     %                    PSWIND           0  -9999.00
000 019 202 009 Significant Wind probability     %                    PSWIND           0  -9999.00
000 019 203 000 Cat. Thunderstorm (1-yes, 0-no)  categorical          CTSTM            0  -9999.00
000 019 203 008 Cat. Thunderstorm (1-yes, 0-no)  categorical          CTSTM            0  -9999.00
000 019 204 000 Num mixed layers next to surface integer              MIXLY            0  -9999.00
000 019 205 000 Flight Category                  NA                   FLGHT            0  -9999.00
000 019 205 005 Flight Category                  NA                   FLGHT            0  -9999.00
!
000 019 215 000 Total Prob of Severe Tstorms     %                    PRSVR            0  -9999.00
000 019 215 009 Total Prob of Severe Tstorms     %                    PRSVR            0  -9999.00
000 019 216 000 Total Prob of Extrm Sev Tstorms  %                    PRSIGSVR         0  -9999.00
000 019 216 009 Total Prob of Extrm Sev Tstorms  %                    PRSIGSVR         0  -9999.00
000 019 217 000 Supercooled Large Droplet Icing  non-dim              SIPD             0  -9999.00
000 019 219 000 Turbulence Potential Fcst Index  NA                   TPFI             0  -9999.00
000 019 219 005 Turbulence Potential Fcst Index  NA                   TPFI             0  -9999.00
!
000 019 221 008 Probability of Convection        %                    PROCON           0  -9999.00
000 019 222 008 Convection Potential             NA                   CONVP            0  -9999.00
000 019 233 000 Icing probability                non-dim              ICPRB            0  -9999.00
000 019 234 000 Icing severity                   non-dim              ICSEV            0  -9999.00
000 019 235 000 Joint Fire Weather Probability   %                    JFWPRB           0  -9999.00
000 019 235 005 Joint Fire Weather Probability   %                    JFWPRB           0  -9999.00
000 019 236 000 Snow Level                       m                    SNOWLVL          0  -9999.00
000 019 237 009 Dry Thunderstorm Probability     %                    DRYTPROB         0  -9999.00
!
000 019 242 000 Mislabeled RH wrt PW             %                    RHPW             0  -9999.00
!
! Miscellaneous
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 191 192 000 Latitude (-90 to +90)            Degree               LATD             0  -9999.00
000 191 193 000 East longitude (0 to 360)        Degree               LOND             0  -9999.00
000 191 194 000 Seconds prior to reference time  s                    TSEC             0  -9999.00
!
! covariance category (category 192)
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 192 192 000 Unknown covariance product       -                    COV192           0  -9999.00
000 192 192 009 Unknown covariance product       -                    COV192           0  -9999.00
000 192 194 000 Unknown covariance product       -                    COV194           0  -9999.00
000 192 194 009 Unknown covariance product       -                    COV194           0  -9999.00
!
! Hydrology basic products
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
001 000 192 000 Baseflow-groundwater runoff      kg m**-2             BFGR             0  -9999.00
001 000 192 008 Baseflow-groundwater runoff      kg m**-2             BFGR             0  -9999.00
001 000 193 000 Storm surface runoff             kg m**-2             R--M             0  -9999.00
001 000 193 008 Storm surface runoff             kg m**-2             R--M             0  -9999.00
!
! Hydrology Probabilities category
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
001 001 002 000 Probability of 0.01 inch precip  %                    PPOSP            0  -9999.00
001 001 002 008 Probability of 0.01 inch precip  %                    PPOSP            0  -9999.00
!
001 001 192 008 Prob of freezing of precip       %                    POPF             0  -9999.00
001 001 193 000 Prob of Frozen Precipitation     %                    POPZ             0  -9999.00
001 001 193 008 Prob of Frozen Precipitation     %                    POPZ             0  -9999.00
001 001 194 008 Prob precip exceeding FFG        %                    PEFG--           0  -9999.00
001 001 195 008 Prob of wetting rain > 0.10"     %                    POWR--           0  -9999.00
!
! Discipline 2 - Land Surface Products
! vegetation/Biomass
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
002 000 002 002 Soil Temperature                 K                    TSOIL            0  -9999.00
002 000 192 000 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 192 001 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 192 002 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 193 000 Ground heat flux                 W m**-2              GHFX             0  -9999.00
002 000 193 008 Ground heat flux                 W m**-2              GHFX             0  -9999.00
002 000 193 011 Ground heat flux                 W m**-2              GHFX             0  -9999.00
002 000 194 000 Moisture availability            %                    MSAV             0  -9999.00
002 000 195 000 Exchange coefficient             kg m**-3 m s**-1     SEXC             0  -9999.00
002 000 196 000 Plant canopy surface water       kg m**-2             CSH2O            0  -9999.00
002 000 197 000 Blackadar's mixing length        m                    LBLACK           0  -9999.00
002 000 198 000 Vegetation type (SiB)            -                    VGTYP            0  -9999.00
002 000 199 000 Canopy conductance               m/s                  CCOND            0  -9999.00
002 000 200 000 Minimal stomatal resistance      s/m                  RSMIN            0  -9999.00
002 000 201 000 Wilting point (0.0-1.0)          -                    WILT             0  -9999.00
002 000 201 001 Wilting point (0.0-1.0)          -                    WILT             0  -9999.00
002 000 202 000 Solar prm in canopy conduct(0-1) -                    RCS              0  -9999.00
002 000 203 000 Temp para in canopy conductance  -                    RCT              0  -9999.00
002 000 204 000 Humidity para in canopy conduct  -                    RCQ              0  -9999.00
002 000 205 000 Soil moist prm in canopy conduct -                    RCSOL            0  -9999.00
002 000 206 000 Rate of water canopy to ground   -                    RDRIP            0  -9999.00
002 000 207 000 Ice-free water surface           %                    ICWAT            0  -9999.00
002 000 229 000 Canopy water evaporation         W m**-2              EVCW             0  -9999.00
002 000 230 000 Transpiration                    W m**-2              TRAN             0  -9999.00
!
! Soil products
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
002 003 192 000 Liquid vol soil moist (0.0-1.)   -                    SOILL            0  -9999.00
002 003 193 000 No of soil layers in root zone   Index                NSOILL           0  -9999.00
002 003 194 000 Surface slope type               Index                SLTYP            0  -9999.00
002 003 195 000 Transpiration stress-onset(0.-1.)-                    SMREF            0  -9999.00
002 003 196 000 Direct evaporation cease (0.-1.) -                    SMDRY            0  -9999.00
002 003 197 000 Soil porosity (0.0-1.0)          -                    POROS            0  -9999.00
002 003 198 000 Direct evap from bare soil       W m**-2              EVBS             0  -9999.00
002 003 199 000 Land Surface Precipitation Acc   kg m**-2             LSPA             0  -9999.00
002 003 199 008 Land Surface Precipitation Acc   kg m**-2             LSPA             0  -9999.00
002 003 200 000 Bare soil surface skin temp      K                    BARET            0  -9999.00
002 003 201 000 Average surface skin temperature K                    AVSFT            0  -9999.00
002 003 201 001 Average surface skin temperature K                    AVSFT            0  -9999.00
002 003 202 000 Effective radiative skin temp    K                    RADT             0  -9999.00
002 003 203 000 Field Capacity                   %                    FLDCP            0  -9999.00
002 003 203 001 Field Capacity                   %                    FLDCP            0  -9999.00
002 004 002 000 Haines Index                     -                    HINDEX           0  -9999.00
002 004 002 002 Haines Index                     -                    HINDEX           0  -9999.00
002 004 002 005 Haines Index                     -                    HINDEX           0  -9999.00
!
! Discipline 3 - Space Products
!
003 001 192 000 Scatterometer Estimated U wind   m/s                  USCT             0  -9999.00
003 001 193 000 Scatterometer Estimated V wind   m/s                  VSCT             0  -9999.00
!
003 192 001 000 Sim bright temp GOES 12, chan 3  K                    SBT123           0  -9999.00
003 192 002 000 Sim bright temp GOES 12, chan 4  K                    SBT124           0  -9999.00
003 192 007 000 Sim bright temp GOES 11, chan 3  K                    SBT113           0  -9999.00
003 192 008 000 Sim bright temp GOES 11, chan 4  K                    SBT114           0  -9999.00

!
! Product Discipline 10 - Oceanographic Products
! CATEGORY 0 - Waves category
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 000 003 000 Sig Hgt Wind Waves and Swell     m                    HTSGW            0  -9999.00
010 000 004 000 Direction of Wind Waves          deg true             WVDIR            0  -9999.00
010 000 005 000 Significant Height of Wind Waves m                    WVHGT            0  -9999.00
010 000 006 000 Mean Period of Wind Waves        s                    WVPER            0  -9999.00
010 000 007 000 Direction of Swell Waves         deg true             SWDIR            0  -9999.00
010 000 008 000 Significant Hgt of Swell Waves   m                    SWELL            0  -9999.00
010 000 009 000 Mean Period of Swell Waves       s                    SWPER            0  -9999.00
010 000 010 000 Primary Wave Direction           deg true             DIRPW            0  -9999.00
010 000 011 000 Primary Wave Mean Period         s                    PERPW            0  -9999.00
010 000 012 000 Secondary Wave Direction         deg true             DIRSW            0  -9999.00
010 000 013 000 Secondary Wave Mean Period       s                    PERSW            0  -9999.00
010 000 014 000 Dir Combined Wind Waves & Swell  deg true             WWSDIR           0  -9999.00
010 000 015 000 Pd Combined Wind Waves & Swell   s                    MWSPER           0  -9999.00
!
010 000 192 000 Wave Steepness                   -                    WSTP             0  -9999.00
010 000 193 000 Wave Length                      -                    WLENG            0  -9999.00
!
! Product Discipline 10 - Oceanographic Products
! CATEGORY 1 - Currents
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 001 000 000 Current Direction                deg                  DIRC             0  -9999.00
010 001 001 000 Current Speed                    m s**-1              SPC              0  -9999.00
010 001 002 000 U-Component of Current           m s**-1              UOGRD            0  -9999.00
010 001 003 000 V-Component of Current           m s**-1              VOGRD            0  -9999.00
!
010 001 192 000 Ocean Mixed Layer U Velocity     m s**-1              OLMU             0  -9999.00
010 001 193 000 Ocean Mixed Layer V Velocity     m s**-1              OLMV             0  -9999.00
010 001 194 000 Barotropic U velocity            m s**-1              UBARO            0  -9999.00
010 001 195 000 Barotropic V velocity            m s**-1              VBARO            0  -9999.00
!
! Category 2 - Ice                   
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 002 000 000 Ice Cover                        Proportion           ICEC             0  -9999.00
010 002 006 000 Ice Growth Rate                  m s**-1              ICEG             0  -9999.00

!
! Category 3 - Surface properties
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 003 000 000 Water Temperature                K                    WTMP             0  -9999.00
010 003 001 000 Deviation of Sea Level from Mean m                    DSLM             0  -9999.00
!
010 003 192 000 Storm Surge                      m                    SURGE            0  -9999.00
010 003 192 009 Storm Surge                      m                    SURGE            0  -9999.00
010 003 192 010 Storm Surge                      m                    SURGE            0  -9999.00
010 003 193 000 Extra Tropical Storm Surge       m                    ETSRG            0  -9999.00
010 003 194 000 Ocean Sfc Elev Relative to Geoid m                    OELEV            0  -9999.00
010 003 195 000 Extra Tropical Storm Surge       m                    SSHG             0  -9999.00
010 003 196 000 Ocean ML Pot Density (Ref 2000m) kg m-3               P2OMLT           0  -9999.00
010 003 197 000 Net Air-Ocean Heat Flux          W m-2                AOHFLX           0  -9999.00
010 003 198 000 Assimilative Heat Flux           W m-2                ASHFL            0  -9999.00
010 003 199 000 Surface Temperature Trend        deg per day          SSTT             0  -9999.00
010 003 200 000 Surface Salinity Trend           psu per day          SSST             0  -9999.00
010 003 201 000 Kinetic Energy                   J kg-1               KENG             0  -9999.00
010 003 202 000 Salt Flux                        kg m-2 s-1           SLTFL            0  -9999.00
010 003 204 000 Freezing Spray                   -                    FRZSPR           0  -9999.00
010 003 242 000 20% Trop Cyclone Surge Exceed    m                    TCSRG20          0  -9999.00
010 003 242 010 20% Trop Cyclone Surge Exceed    m                    TCSRG20          0  -9999.00
010 003 243 000 30% Trop Cyclone Surge Exceed    m                    TCSRG30          0  -9999.00
010 003 243 010 30% Trop Cyclone Surge Exceed    m                    TCSRG30          0  -9999.00
010 003 244 000 40% Trop Cyclone Surge Exceed    m                    TCSRG40          0  -9999.00
010 003 244 010 40% Trop Cyclone Surge Exceed    m                    TCSRG40          0  -9999.00
010 003 245 000 50% Trop Cyclone Surge Exceed    m                    TCSRG50          0  -9999.00
010 003 245 010 50% Trop Cyclone Surge Exceed    m                    TCSRG50          0  -9999.00
010 003 246 000 60% Trop Cyclone Surge Exceed    m                    TCSRG60          0  -9999.00
010 003 247 000 70% Trop Cyclone Surge Exceed    m                    TCSRG70          0  -9999.00
010 003 248 000 80% Trop Cyclone Surge Exceed    m                    TCSRG80          0  -9999.00
010 003 249 000 90% Trop Cyclone Surge Exceed    m                    TCSRG90          0  -9999.00
010 003 249 010 90% Trop Cyclone Surge Exceed    m                    TCSRG90          0  -9999.00
010 003 250 000 Extra Trop Storm Surge and Tide  m                    ETCWL            0  -9999.00
010 003 250 008 Extra Trop Storm Surge and Tide  m                    ETCWL            0  -9999.00
010 003 250 009 Extra Trop Storm Surge and Tide  m                    ETCWL            0  -9999.00
010 003 251 000 Tide                             m                    TIDE             0  -9999.00

!
! Category 4 - Sub-Surface properties
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 004 003 000 Main Transient Thermocline Depth m                    TTHDP            0  -9999.00
010 004 014 000 Water Depth                      m                    WDEPTH           0  -9999.00
