# This is the main file for model BUFR sounding ingest.  This will be clipped to the
# regional scale for most sites to produce the file modelBufrStationInfo.txt
#wmo          |stn  |lat      |lon       |elev |location                       |or|type
0000725165    |RUT  | 43.530 | -72.950   | 240 |  RUTLAND_STATE(AWOS)     VT   |US|10
0000725170    |KABE | 40.650 | -75.430   | 117 |  ALLENTOWN-BETHLEHEM     PA   |US|10
0000725180    |KALB | 42.750 | -73.800   |  89 |  ALBANY_COUNTY_ARPT      NY   |US|12
0000725185    |KGFL | 43.330 | -73.620   | 100 |  GLEN_FALLS/WARREN       NY   |US|10
0000725186    |OGS  | 44.680 | -75.470   |  91 |  OGDENSBURG_INTL         NY   |US|10
0000725190    |KSYR | 43.120 | -76.120   | 124 |  SYRACUSE/HANCOCK        NY   |US|10
0000725197    |KUCA | 43.150 | -75.370   | 226 |  UTICA/ONEIDA_CO.        NY   |US|10
0000725200    |KPIT | 40.500 | -80.220   | 373 |  PITTSBURGH_INTL         PA   |US|12
0000725204    |KBVI | 40.770 | -80.400   | 382 |  BEAVER_FALLS_ARPT       PA   |US|10
0000725205    |KAGC | 40.340 | -79.930   | 382 |  PITTSBURGH/ALLEGHEN     PA   |US|10
0000725207    |KLBE | 40.280 | -79.400   | 361 |  LATROBE/WESTMORLAND     PA   |US|10
0000725210    |KCAK | 40.910 | -81.430   | 377 |  AKRON-CANTON_RGNL       OH   |US|10
0000725235    |KJHW | 42.150 | -79.260   | 525 |  JAMESTOWN_(AWOS)        NY   |US|10
0000725240    |KCLE | 41.420 | -81.870   | 245 |  CLEVELAND/HOPKINS       OH   |US|10
0000725246    |KMFD | 40.820 | -82.520   | 395 |  MANSFIELD/LAHM_MUNI     OH   |US|10
0000725250    |KYNG | 41.270 | -80.670   | 361 |  YOUNGSTOWN_MUNI         OH   |US|10
0000725260    |KERI | 42.080 | -80.180   | 225 |  ERIE_INTL_AIRPORT       PA   |US|10
0000725266    |KBFD | 41.800 | -78.620   | 653 |  BRADFORD_REGIONAL       PA   |US|10
0000725267    |KFKL | 41.380 | -79.870   | 469 |  FRANKLIN(AWOS)          PA   |US|10
0000725280    |KBUF | 42.930 | -78.730   | 215 |  BUFFALO_INTL_ARPT       NY   |US|12
0000725287    |KIAG | 43.100 | -78.940   | 180 |  NIAGARA_FALLS_INTL      NY   |US|10
0000725290    |KROC | 43.120 | -77.670   | 169 |  ROCHESTER/MONROE_CO     NY   |US|10
0000725300    |KORD | 41.980 | -87.900   | 205 |  CHICAGO/O'HARE_ARPT     IL   |US|12
0000725305    |KDPA | 41.920 | -88.250   | 231 |  W._CHICAGO/DU_PAGE      IL   |US|10
0000725315    |KCMI | 40.030 | -88.280   | 230 |  CHAMPAIGN/URBANA        IL   |US|10
0000725316    |KDEC | 39.830 | -88.870   | 208 |  DECATUR_AIRPORT         IL   |US|10
0000725320    |KPIA | 40.660 | -89.680   | 202 |  PEORIA_REGIONAL         IL   |US|12
0000725330    |KFWA | 41.000 | -85.200   | 252 |  FORT_WAYNE/BAER_FLD     IN   |US|10
0000725336    |MIE  | 40.250 | -85.400   | 286 |  MUNCIE/JOHNSON_FLD      IN   |US|10
0000725337    |KGYY | 41.620 | -87.420   | 590 |  GARY                    IN   |US|10
0000725340    |KMDW | 41.780 | -87.750   | 190 |  CHICAGO/MIDWAY          IL   |US|10
0000725346    |KCGX | 41.870 | -87.600   | 181 |  CHICAGO/MEIGS           IL   |US|10
0000725350    |KSBN | 41.700 | -86.320   | 236 |  SOUTH_BEND/ST._JOE      IN   |US|12
0000725360    |KTOL | 41.600 | -83.800   | 211 |  TOLEDO_EXPRESS          OH   |US|10
0000725366    |KFDY | 41.020 | -83.670   | 247 |  FINDLAY(AWOS)           OH   |US|12
0000725370    |KDTW | 42.230 | -83.330   | 202 |  DETROIT_METRO           MI   |US|10
0000725375    |KDET | 42.420 | -83.020   | 191 |  DETROIT_CITY_ARPT       MI   |US|10
0000725384    |KPHN | 42.920 | -82.530   | 198 |  ST.CLAIR_COUNTY_INT     MI   |US|10
0000725390    |KLAN | 42.770 | -84.600   | 266 |  LANSING/CAPITAL         MI   |US|10
0000725395    |KJXN | 42.270 | -84.470   | 305 |  JACKSON/REYNOLDS        MI   |US|10
0000725396    |KBTL | 42.300 | -85.250   | 290 |  BATTLE_CREEK            MI   |US|10
0000725430    |KRFD | 42.200 | -89.100   | 226 |  ROCKFORD                IL   |US|10
0000725440    |KMLI | 41.450 | -90.520   | 181 |  MOLINE/QUAD_CITY        IL   |US|10
0000725450    |KCID | 41.880 | -91.700   | 265 |  CEDAR_RAPIDS_MUNI       IA   |US|12
0000725455    |KBRL | 40.780 | -91.130   | 213 |  BURLINGTON_MUNI         IA   |US|10
0000725460    |KDSM | 41.530 | -93.650   | 294 |  DES_MOINES_INTL         IA   |US|10
0000725465    |KOTM | 41.100 | -92.450   | 258 |  OTTUMWA_INDUSTRIAL      IA   |US|10
0000725470    |KDBQ | 42.400 | -90.700   | 329 |  DUBUQUE_MUNICIPAL       IA   |US|10
0000725480    |KALO | 42.550 | -92.400   | 268 |  WATERLOO_MUNICIPAL      IA   |US|10
0000725485    |KMCW | 43.150 | -93.330   | 370 |  MASON_CITY_MUNI         IA   |US|10
0000725500    |KOMA | 41.300 | -95.900   | 299 |  OMAHA/EPPLEY_FIELD&     NE   |US|10
0000725510    |KLNK | 40.840 | -96.750   | 362 |  LINCOLN_MUNICIPAL       NE   |US|12
0000725520    |KGRI | 40.970 | -98.320   | 566 |  GRAND_ISLAND(AWOS)      NE   |US|10
0000725530    |KOVN | 41.370 | -96.020   | 406 |  NORTH_OMAHA             NE   |US|10
0000725560    |KOFK | 41.980 | -97.430   | 473 |  NORFOLK/STEFAN_FLD      NE   |US|10
0000725570    |KSUX | 42.400 | -96.380   | 336 |  SIOUX_CITY_MUNI         IA   |US|12
0000725580    |OAX  | 41.320 | -96.370   | 350 |  OMAHA/VALLEY, NE             |US|12
0000725610    |SNY  | 41.100 |-102.980   |1312 |  SIDNEY_MUNI_(ASOS)      NE   |US|10
0000725620    |KLBF | 41.130 |-100.680   | 849 |  N._PLATTE/LEE_BIRD      NE   |US|12
0000725636    |KCDR | 42.830 |-103.100   |1005 |  CHADRON_MUNICIPAL       NE   |US|10
0000725640    |KCYS | 41.150 |-104.820   |1872 |  CHEYENNE/WARREN_AFB     WY   |US|10
0000725645    |KLAR | 41.320 |-105.670   |2218 |  LARAMIE/GEN._BREES      WY   |US|10
0000725650    |KDEN | 39.870 |-104.670   |1656 |  DENVER_INTNL_ARPT       CO   |US|10
0000725660    |KBFF | 41.870 |-103.600   |1206 |  SCOTTSBLUFF/HEILIG      NE   |US|10
0000725690    |KCPR | 42.920 |-106.470   |1612 |  CASPER/NATRONA_INTL     WY   |US|12
0000725705    |KVEL | 40.430 |-109.520   |1608 |  VERNAL                  UT   |US|10
0000725715    |KHDN | 40.480 |-107.220   |2012 |  HAYDEN/YAMPA_(AWOS)     CO   |US|10
0000725720    |KSLC | 40.780 |-111.970   |1288 |  SALT_LAKE_CITY_INTL     UT   |US|12
0000725724    |KPVU | 40.220 |-111.720   |1369 |  PROVO_MUNI_(AWOS)       UT   |US|10
0000725744    |KRKS | 41.600 |-109.070   |2060 |  ROCK_SPRINGS______&     WY   |US|10
0000725745    |KRWL | 41.800 |-107.200   |2077 |  RAWLINS_MUNICIPAL       WY   |US|10
0000725750    |KOGD | 41.200 |-112.020   |1362 |  OGDEN-HINCKLEY_MUNI     UT   |US|10
0000725760    |KLND | 42.820 |-108.730   |1694 |  LANDER/HUNT_FIELD       WY   |US|10
0000725765    |KRIW | 43.070 |-108.470   |1684 |  RIVERTON_REGIONAL       WY   |US|12
0000725776    |KJAC | 43.600 |-110.730   |1964 |  JACKSON_HOLE_(AWOS)     WY   |US|10
0000725780    |KPIH | 42.920 |-112.600   |1365 |  POCATELLO_MUNICIPAL     ID   |US|10
0000725785    |KIDA | 43.520 |-112.070   |1445 |  IDAHO_FALLS/FANNING     ID   |US|10
0000725788    |MYL  | 44.880 |-116.100   |1531 |  MC_CALL_(ASOS)          ID   |US|10
0000725805    |KLOL | 40.070 |-118.570   |1190 |  LOVELOCK/DERBY_FLD      NV   |US|10
0000725810    |KENV | 40.730 |-114.030   |1292 |  WENDOVER_(AUT)          UT   |US|10
0000725825    |KEKO | 40.830 |-115.780   |1565 |  ELKO(AWOS)              NV   |US|10
0000725827    |AWH  | 41.670 |-115.780   |1902 |  WILDHORSE_RES/ELKO      NV   |US|10
0000725830    |KWMC | 40.900 |-117.800   |1315 |  WINNEMUCCA_MUNI         NV   |US|10
0000725837    |KSVE | 40.380 |-120.570   |1263 |  SUSANVILLE MUNI         CA   |US|10
0000725840    |BLU  | 39.280 |-120.700   |1609 |  BLUE CANYON, CA              |US|10
0000725846    |KTRK | 39.320 |-120.130   |1798 |  TRUCKEE-TAHOE           CA   |US|10
0000725847    |KTVL | 38.900 |-120.000   |1909 |  SOUTH_LAKE_TAHOE        CA   |US|10
0000725865    |KSUN | 43.500 |-114.300   |1620 |  HAILEY/FRIEDMAN_MEM     ID   |US|10
0000725866    |KTWF | 42.480 |-114.480   |1265 |  TWIN_FALLS/JOSLIN       ID   |US|10
0000725867    |KBYI | 42.550 |-113.770   |1265 |  BURLEY_MUNICIPAL        ID   |US|10
0000725895    |KLMT | 42.150 |-121.730   |1247 |  KLAMATH_FALLS/KINGS     OR   |US|10
0000725905    |KUKI | 39.130 |-123.200   | 187 |  UKIAH_MUNI_(AWOS)       CA   |US|10
0000725910    |KRBL | 40.150 |-122.250   | 108 |  RED_BLUFF_MUNICIPAL     CA   |US|10
0000725920    |KRDD | 40.500 |-122.300   | 153 |  REDDING_MUNICIPAL_&     CA   |US|10
0000725940    |KEKA | 40.800 |-124.170   |  18 |  EUREKA                  CA   |US|10
0000725945    |KACV | 40.980 |-124.100   |  66 |  ARCATA/EUREKA_ARPT      CA   |US|10
0000725946    |KCEC | 41.780 |-124.230   |  17 |  CRESCENT_CITY           CA   |US|10
0000725970    |KMFR | 42.370 |-122.870   | 405 |  MEDFORD/JACKSON_CO.     OR   |US|12
0000726050    |KCON | 43.200 | -71.500   | 105 |  CONCORD_MUNICIPAL       NH   |US|10
0000726055    |KPSM | 43.080 | -70.820   |  31 |  PEASE_AFB/PORTSMOUT     NH   |US|10
0000726058    |KAAT | 41.500 |-120.530   |1341 |  ALTURAS                 CA   |US|10
0000726060    |KPWM | 43.650 | -70.320   |  19 |  PORTLAND_INTL_JET       ME   |US|10
0000726077    |KBHB | 44.450 | -68.370   |  26 |  BAR_HARBOR_(AWOS)       ME   |US|10
0000726079    |KRKD | 44.070 | -69.100   |  17 |  ROCKLAND/KNOX(AWOS)     ME   |US|10
0000726080    |KEPO | 44.920 | -67.000   |  23 |  EASTPORT                ME   |US|10
0000726083    |KFVE | 47.280 | -68.320   | 301 |  FRENCHVILLE             ME   |US|10
0000726088    |KBGR | 44.800 | -68.830   |  59 |  BANGOR_INTL_ARPT__&     ME   |US|10
0000726115    |VSF  | 43.350 | -72.520   | 176 |  SPRINGFIELD/HARTNES_(AS VT   |US|10
0000726116    |KLEB | 43.630 | -72.300   | 182 |  LEBANON_MUNICIPAL       NH   |US|12
0000726120    |K9B2 | 44.930 | -72.190   | 233 |  NEWPORT                 VT   |US|10
0000726140    |1V4  | 44.420 | -72.020   | 214 |  ST._JOHNSBURY_(ASOS)    VT   |US|10
0000726145    |KMPV | 44.200 | -72.570   | 355 |  BARRE-MONTPELIER        VT   |US|10
0000726160    |KBML | 44.580 | -71.180   | 353 |  BERLIN_MUNICIPAL        NH   |US|10
0000726170    |KBTV | 44.470 | -73.150   | 104 |  BURLINGTON_INTL         VT   |US|10
0000726180    |KRUM | 44.530 | -70.530   | 205 |  RUMFORD                 ME   |US|10
0000726185    |KAUG | 44.320 | -69.800   | 107 |  AUGUSTA_STATE_ARPT      ME   |US|10
0000726190    |KGNR | 45.470 | -69.580   | 316 |  GREENVILLE_(AMOS)_&     ME   |US|10
0000726196    |KMLT | 45.650 | -68.680   | 124 |  MILLINOCKET_MUNI        ME   |US|10
0000726223    |KMSS | 44.930 | -74.850   |  65 |  MASSENA/RICHARDS__&     NY   |US|10
0000726227    |KART | 44.000 | -76.010   |  99 |  WATERTOWN_INTL_ARPT     NY   |US|10
0000726228    |KSLK | 44.380 | -74.190   | 507 |  SARANAC_LAKE/ADIRON     NY   |US|10
0000726320    |DTX  | 42.700 | -83.470   |9999 |  DETROIT/PONTIAC, MI          |US|10
0000726340    |APX  | 44.900 | -84.720   | 447 |  GAYLORD, MI                  |US|10
0000726350    |KGRR | 42.880 | -85.520   | 245 |  GRAND_RAPIDS_INTL       MI   |US|10
0000726357    |KAZO | 42.230 | -85.550   | 266 |  KALAMAZOO_INTL_ARPT     MI   |US|10
0000726360    |KMKG | 43.170 | -86.250   | 193 |  MUSKEGON                MI   |US|10
0000726370    |KFNT | 42.970 | -83.750   | 233 |  FLINT/BISHOP_INTL       MI   |US|12
0000726375    |KPTK | 42.670 | -83.420   | 299 |  PONTIAC-OAKLAND         MI   |US|10
0000726379    |KMBS | 43.530 | -84.080   | 204 |  SAGINAW/TRI_CITY        MI   |US|10
0000726387    |KTVC | 44.730 | -85.580   | 190 |  TRAVERSE_CITY/CHERR     MI   |US|10
0000726390    |KAPN | 45.070 | -83.570   | 211 |  ALPENA_CO._REGIONAL     MI   |US|10
0000726400    |KMKE | 42.950 | -87.900   | 211 |  MILWAUKEE/MITCHELL      WI   |US|12
0000726410    |KMSN | 43.130 | -89.330   | 264 |  MADISON/DANE_RGNL       WI   |US|12
0000726430    |KLSE | 43.870 | -91.250   | 202 |  LA_CROSSE_MUNICIPAL     WI   |US|10
0000726435    |KEAU | 44.870 | -91.480   | 276 |  EAU_CLAIRE_CO._ARPT     WI   |US|10
0000726440    |KRST | 43.920 | -92.500   | 402 |  ROCHESTER_MUNICIPAL     MN   |US|10
0000726450    |KGRB | 44.480 | -88.130   | 214 |  GREEN_BAY/STRAUBEL      WI   |US|12
0000726456    |KOSH | 43.980 | -88.550   | 246 |  OSHKOSH/WITTMAN_FLD     WI   |US|10
0000726463    |KAUW | 44.930 | -89.630   | 366 |  WAUSAU_MUNICIPAL__&     WI   |US|10
0000726465    |KCWA | 44.780 | -89.670   | 389 |  MOSINEE/CENTRAL_WI      WI   |US|10
0000726490    |MPX  | 44.850 | -93.570   |9999 |  CHANHAUSSEN, MN              |US|12
0000726510    |KFSD | 43.580 | -96.730   | 435 |  SIOUX_FALLS/FOSS        SD   |US|12
0000726525    |KYKN | 42.920 | -97.380   | 398 |  YANKTON(AWOS)           SD   |US|10
0000726530    |K9V9 | 43.800 | -99.320   | 530 |  CHAMBERLAIN(AMOS)       SD   |US|10
0000726540    |KHON | 44.380 | -98.220   | 393 |  HURON_REGIONAL          SD   |US|12
0000726545    |KMHE | 43.770 | -98.030   | 397 |  MITCHELL_(AWOS)         SD   |US|10
0000726546    |KATY | 44.920 | -97.150   | 533 |  WATERTOWN_MUNICIPAL     SD   |US|10
0000726550    |STC  | 45.550 | -94.070   | 312 |  ST._CLOUD_MUNICIPAL_(AS MN   |US|12
0000726555    |KBRD | 46.400 | -94.130   | 374 |  BRAINERD/WIELAND        MN   |US|10
0000726556    |KRWF | 44.550 | -95.080   | 312 |  REDWOOD_FALLS_MUNI      MN   |US|10
0000726557    |KAXN | 45.870 | -95.400   | 434 |  ALEXANDRIA/CHANDLER     MN   |US|10
0000726580    |KMSP | 44.880 | -93.220   | 255 |  MINNEAPOLIS-ST_PAUL     MN   |US|10
0000726584    |KSTP | 44.950 | -93.070   | 209 |  SAINT_PAUL_DOWNTOWN     MN   |US|10
0000726586    |KFRM | 43.650 | -94.420   | 354 |  FAIRMONT_MUNI(AWOS)     MN   |US|10
0000726590    |KABR | 45.450 | -98.430   | 396 |  ABERDEEN_REGIONAL       SD   |US|12
0000726620    |KRAP | 44.050 |-103.070   | 966 |  RAPID_CITY_REGIONAL     SD   |US|12
0000726650    |KGCC | 44.350 |-105.530   |1230 |  GILLETTE_(AMOS)         WY   |US|10
0000726660    |KSHR | 44.770 |-106.970   |1209 |  SHERIDAN_CO._ARPT       WY   |US|10
0000726665    |KWRL | 43.970 |-107.950   |1294 |  WORLAND_MUNICIPAL       WY   |US|10
0000726670    |4BQ  | 45.450 |-105.400   | 922 |  BROADUS, MT                  |US|10
0000726676    |GDV  | 47.130 |-104.800   |9999 |  GLENDIVE                MT   |US|10
0000726685    |KY26 | 45.530 |-100.430   | 508 |  MOBRIDGE                SD   |US|10
0000726686    |KPIR | 44.380 |-100.280   | 531 |  PIERRE_MUNICIPAL        SD   |US|10
0000726695    |KY22 | 45.930 |-102.170   | 781 |  LEMMON                  SD   |US|10
0000726700    |KCOD | 44.520 |-109.020   |1553 |  CODY_MUNI_(AWOS)__&     WY   |US|10
0000726764    |KWYS | 44.680 |-111.120   |2025 |  WEST_YELLOWSTONE        MT   |US|10
0000726770    |KBIL | 45.800 |-108.530   |1088 |  BILLINGS/LOGAN_INTL     MT   |US|12
0000726776    |KLWT | 47.050 |-109.470   |1270 |  LEWISTOWN_MUNICIPAL     MT   |US|10
0000726785    |KBTM | 45.950 |-112.500   |1690 |  BUTTE/BERT_MOONEY       MT   |US|10
0000726797    |KBZN | 45.780 |-111.150   |1364 |  BOZEMAN/GALLATIN        MT   |US|12
0000726798    |LVM  | 45.700 |-110.450   |1419 |  LIVINGSTON/MISSION      MT   |US|10
0000726810    |KBOI | 43.570 |-116.220   | 874 |  BOISE_MUNICIPAL         ID   |US|12
0000726830    |KBNO | 43.580 |-118.950   |1271 |  BURNS_MUNI_(AMOS)_&     OR   |US|10
0000726835    |KRDM | 44.250 |-121.150   | 938 |  REDMOND_(AWOS)          OR   |US|10
0000726865    |SMN  | 45.120 |-113.880   |1233 |  SALMON/LEMHI            ID   |US|10
0000726873    |GVL  | 45.950 |-116.130   |1009 |  GRANGEVILLE             ID   |US|10
0000726880    |KPDT | 45.680 |-118.850   | 456 |  PENDLETON_MUNICIPAL     OR   |US|10
0000726886    |KBKE | 44.830 |-117.820   |1027 |  BAKER_MUNICIPAL         OR   |US|10
0000726917    |KOTH | 43.420 |-124.250   |   4 |  NORTH_BEND_(AWOS)       OR   |US|10
0000726930    |KEUG | 44.120 |-123.220   | 114 |  EUGENE/MAHLON_SWEET     OR   |US|10
0000726940    |KSLE | 44.920 |-123.000   |  61 |  SALEM/MCNARY            OR   |US|12
0000726950    |ONP  | 44.630 |-124.050   |  37 |  NEWPORT, OR                  |US|10
0000726980    |KPDX | 45.600 |-122.600   |  12 |  PORTLAND_INTL_ARPT      OR   |US|10
0000726985    |KTTD | 45.550 |-122.400   |  11 |  PORTLAND/TROUTDALE      OR   |US|10
0000726986    |KHIO | 45.530 |-122.950   |  62 |  PORTLAND/HILLSBORO      OR   |US|10
0000726988    |KDLS | 45.620 |-121.170   |  74 |  THE_DALLES_MUNI         OR   |US|10
0000727033    |KHUL | 46.120 | -67.800   | 150 |  HOULTON_INTL_ARPT_&     ME   |US|10
0000727119    |K40B | 46.620 | -69.530   | 314 |  CLAYTON_LAKE            ME   |US|10
0000727120    |KCAR | 46.870 | -68.010   | 190 |  CARIBOU_MUNICIPAL       ME   |US|12
0000727130    |KPQI | 46.680 | -68.050   | 146 |  PRESQUE_ISLE_(AWOS)     ME   |US|10
0000727340    |ANJ  | 46.470 | -84.370   | 221 |  SAULT_STE_MARIE___(ASOS MI   |US|12
0000727344    |KCIU | 46.250 | -84.470   | 244 |  CHIPPEWA_INTL(AWOS)     MI   |US|10
0000727347    |KPLN | 45.570 | -84.800   | 219 |  PELLSTON/EMMET_CO.      MI   |US|10
0000727415    |RHI  | 45.630 | -89.470   | 495 |  RHINELANDER/ONEIDA_(ASO WI   |US|12
0000727430    |KMQT | 46.530 | -87.550   | 434 |  MARQUETTE_CO._ARPT&     MI   |US|10
0000727437    |IMT  | 45.820 | -88.120   | 360 |  IRON_MOUNTAIN/FORD_(ASO MI   |US|10
0000727440    |KCMX | 47.170 | -88.500   | 329 |  HOUGHTON_CO._MEM        MI   |US|10
0000727445    |KIWD | 46.530 | -90.130   | 375 |  IRONWOOD                MI   |US|10
0000727450    |KDLH | 46.830 | -92.180   | 432 |  DULUTH_INTL_AIRPORT     MN   |US|12
0000727455    |KHIB | 47.380 | -92.830   | 412 |  HIBBING-CHISHOLM        MN   |US|10
0000727459    |KELO | 47.820 | -91.830   | 443 |  ELY_MUNI_(AWOS)         MN   |US|10
0000727470    |KINL | 48.570 | -93.380   | 361 |  INTERNATIONAL_FALLS     MN   |US|12
0000727476    |KBDE | 48.730 | -94.620   | 330 |  BAUDETTE_INTL_ARPT      MN   |US|10
0000727530    |KFAR | 46.900 | -96.800   | 274 |  FARGO/HECTOR_FIELD      ND   |US|10
0000727535    |KJMS | 46.930 | -98.680   | 457 |  JAMESTOWN_MUNICIPAL     ND   |US|10
0000727550    |KBJI | 47.500 | -94.930   | 420 |  BEMIDJI_MUNICIPAL       MN   |US|12
0000727564    |KRAD | 48.930 | -95.330   | 328 |  WARROAD(AWOS)           MN   |US|10
0000727576    |KGFK | 47.950 | -97.180   | 257 |  GRAND_FORKS_INTL        ND   |US|10
0000727580    |KP11 | 48.100 | -98.870   | 443 |  DEVILS_LAKE_(AMOS)      ND   |US|10
0000727640    |KBIS | 46.770 |-100.750   | 506 |  BISMARCK_MUNICIPAL      ND   |US|12
0000727645    |KDIK | 46.800 |-102.800   | 789 |  DICKINSON_MUNICIPAL     ND   |US|10
0000727670    |KISN | 48.180 |-103.630   | 581 |  WILLISTON/SLOULIN       ND   |US|10
0000727676    |KMOT | 48.270 |-101.280   | 523 |  MINOT_INTL_AIRPORT      ND   |US|10
0000727680    |KGGW | 48.220 |-106.620   | 700 |  GLASGOW_INTL_ARPT       MT   |US|12
0000727684    |JDN  | 47.330 |-106.930   |9999 |  JORDAN                  MT   |US|12
0000727687    |KSDY | 47.700 |-104.200   | 605 |  SIDNEY-RICHLAND         MT   |US|10
0000727720    |KHLN | 46.600 |-112.000   |1188 |  HELENA_REGIONAL         MT   |US|10
0000727730    |KMSO | 46.920 |-114.080   | 972 |  MISSOULA/BELL_FIELD     MT   |US|10
0000727750    |KGTF | 47.480 |-111.370   |1115 |  GREAT_FALLS_INTL        MT   |US|12
0000727770    |KHVR | 48.550 |-109.770   | 792 |  HAVRE_(AMOS)            MT   |US|10
0000727790    |KFCA | 48.300 |-114.270   | 906 |  KALISPELL/GLACIER       MT   |US|12
0000727796    |KCTB | 48.600 |-112.370   |1175 |  CUT_BANK_(AWOS)         MT   |US|10
0000727810    |KYKM | 46.570 |-120.530   | 325 |  YAKIMA_AIR_TERMINAL     WA   |US|10
0000727815    |SMP  | 47.280 |-121.330   |1209 |  STAMPEDE_PASS_(ASOS)    WA   |US|10
0000727820    |EAT  | 47.400 |-120.020   | 379 |  WENATCHEE, WA                |US|10
0000727825    |KEAT | 47.400 |-120.200   | 379 |  WENATCHEE/PANGBORN      WA   |US|10
0000727826    |KEPH | 47.300 |-119.520   | 388 |  EPHRATA_MUNICIPAL       WA   |US|10
0000727827    |KMWH | 47.200 |-119.320   | 361 |  MOSES_LAKE/GRANT_CO     WA   |US|10
0000727830    |KLWS | 46.380 |-117.020   | 438 |  LEWISTON_(AMOS)         ID   |US|10
0000727834    |KCOE | 47.770 |-116.820   | 707 |  COEUR_D'ALENE(AWOS)     ID   |US|10
0000727840    |PSC  | 46.320 |-119.270   | 113 |  PASCO, WA                    |US|10
0000727845    |KPSC | 46.270 |-119.120   | 124 |  PASCO/TRI-CITIES        WA   |US|10
0000727846    |KALW | 46.100 |-118.280   | 367 |  WALLA_WALLA_RGNL        WA   |US|10
0000727850    |KGEG | 47.630 |-117.530   | 721 |  SPOKANE_INTL_ARPT       WA   |US|12
0000727856    |KSFF | 47.680 |-117.320   | 595 |  SPOKANE/FELTS_FIELD     WA   |US|10
0000727870    |CQV  | 48.330 |-117.530   | 572 |  COLVILLE, WA                 |US|10
0000727885    |KCLM | 48.120 |-123.500   |  88 |  PORT_ANGELES_INTL       WA   |US|10
0000727890    |4OM  | 48.420 |-119.530   | 382 |  OMAK, WA                     |US|10
0000727910    |KAST | 46.150 |-123.880   |   7 |  ASTORIA/CLATSOP         OR   |US|10
0000727920    |KOLM | 46.970 |-122.900   |  61 |  OLYMPIA                 WA   |US|10
0000727923    |KHQM | 46.970 |-123.930   |   4 |  HOQUIAM/BOWERMAN        WA   |US|10
0000727930    |KSEA | 47.450 |-122.300   | 137 |  SEATTLE-TACOMA_INTL     WA   |US|10
0000727934    |KRNT | 47.500 |-122.220   |   9 |  RENTON_MUNICIPAL        WA   |US|10
0000727935    |KBFI | 47.530 |-122.300   |   5 |  SEATTLE/BOEING_FLD      WA   |US|10
0000727937    |KPAE | 47.900 |-122.280   | 185 |  EVERETT/PAINE_FIELD     WA   |US|10
0000727938    |KTIW | 47.270 |-122.580   |  89 |  TACOMA_NARROWS          WA   |US|10
0000727960    |AGR  | 27.650 | -81.330   |  20 |  AVON PARK, FL                |US|10
0000727970    |UIL  | 47.950 |-124.550   |  62 |  QUILLAYUTE_STATE_(ASOS) WA   |US|12
0000727976    |KBLI | 48.800 |-122.530   |  48 |  BELLINGHAM_INTL         WA   |US|10
0000740030    |DPG  | 40.170 |-112.930   |1325 |  DUGWAY PROVING GNDS, UT      |US|10
0000742300    |KMLS | 46.430 |-105.870   | 801 |  MILES_CITY________&     MT   |US|12
0000743410    |P#3  | 44.670 | -95.450   | 319 |  WDLM5 WOOD LAKE      MN      |US|12
0000743570    |P#4  | 43.220 | -90.530   | 226 |  BLRW3 BLUE RIVER     WI      |US|12
0000743700    |GTB  | 44.050 | -75.730   | 207 |  FORT_DRUM/WHEELER       NY   |US|12
0000743890    |GYX  | 43.900 | -70.250   | 125 |  GRAY, ME                     |US|12
0000743945    |KMHT | 42.930 | -71.430   |  71 |  MANCHESTER_AIRPARK      NH   |US|10
0000744310    |P#5  | 41.900 |-106.190   |1997 |  MBWW4 MEDICINE BOW   WY      |US|12
0000744330    |P#6  | 40.090 |-100.650   | 800 |  RWDN1 MCCOOK         NE      |US|12
0000744370    |P#7  | 42.910 |-101.690   | 991 |  MRRN1 MERRIMAN       NE      |US|12
0000744400    |P#8  | 40.100 | -97.340   | 433 |  FBYN1 FAIRBURY       NE      |US|12
0000744450    |P#9  | 42.210 | -97.790   | 524 |  NLGN1 NELIGH         NE      |US|12
0000744490    |P#A  | 41.900 | -93.700   | 315 |  SLAI4 SLATER         IA      |US|12
0000744550    |DVN  | 41.610 | -90.570   | 229 |  QUAD_CITIES/QUAD_CITIES IA   |US|10
0000744660    |P#B  | 40.810 | -87.050   | 212 |  WLCI3 WOLCOTT        IN      |US|12
0000744680    |KMDN | 38.830 | -85.420   | 266 |  JEFFERSON_PRVG_GRND     IN   |US|10
0000744860    |KJFK | 40.650 | -73.780   |   7 |  NEW_YORK/JF_KENNEDY     NY   |US|10
0000744900    |KBED | 42.470 | -71.280   |  41 |  HANSCOM_FLD/BEDFORD     MA   |US|10
0000744904    |KLWM | 42.720 | -71.120   |  45 |  LAWRENCE_MUNICIPAL      MA   |US|10
0000744910    |KCEF | 42.200 | -72.530   |  75 |  CHICOPEE/WESTOVER       MA   |US|10
0000744915    |KBAF | 42.150 | -72.720   |  83 |  WESTFIELD/BARNES        MA   |US|10
0000744940    |KCHH | 41.670 | -69.970   |  16 |  CHATHAM                 MA   |US|12
0000744994    |KSCH | 42.850 | -73.930   | 115 |  SCHENECTADY_AIRPORT     NY   |US|10
0000745300    |P#C  | 37.770 |-102.180   |1155 |  GDAC2 GRANADA        CO      |US|12
0000745320    |LIC  | 39.260 |-103.700   |1694 |  LIMON                CO      |US|12
